IR,V1,V2,V3,V4,V5,average
3,0.92626404494382,0.956694756554307,0.958333333333333,0.973548689138577,0.934782608695652,0.949924686533138
2,0.92064606741573,0.956694756554307,0.952715355805243,0.973548689138577,0.994318181818182,0.959584610146408
1,0.97752808988764,0.97752808988764,0.952715355805243,0.98876404494382,0.961215415019763,0.971550199108821
