IR,V1,V2,V3,V4,V5,average
3,0.97752808988764,0.955056179775281,1,0.98876404494382,1,0.984269662921348
2,0.966292134831461,0.955056179775281,0.98876404494382,0.98876404494382,0.988636363636364,0.977502553626149
1,0.955056179775281,0.955056179775281,0.98876404494382,0.97752808988764,0.965909090909091,0.968462717058223
