IR,V1,V2,V3,V4,V5,average
3,0.875,0.958333333333333,0.916666666666667,0.958333333333333,0.869565217391304,0.915579710144928
2,0.875,0.958333333333333,0.916666666666667,0.958333333333333,1,0.941666666666667
1,1,1,0.916666666666667,1,0.956521739130435,0.97463768115942
