V3,V9
0.973986013986014,0.8407176
1.1104662004662,0.8344651
1.30678321678322,0.8278402
1.54888111888112,0.8353988
1.79293706293706,0.8480843
2.22379953379953,0.8497771
2.65620046620047,0.8431285
3.38799533799534,0.8277772
4.45121212121212,0.834029
5.83188811188811,0.8217095
