V3,V9
0.895454545454546,0.6326955
0.963636363636364,0.6815103
1.17272727272727,0.725642
1.28181818181818,0.5704137
1.66818181818182,0.7721061
2.14090909090909,0.6279048
2.32727272727273,0.6605563
3.18181818181818,0.590574
4.12272727272727,0.6160624
5.31363636363636,0.6171653
8.09545454545455,0.6222016
13.3136363636364,0.6225797
