V3,V9
0.954878048780488,0.8026854
1.14512195121951,0.7959803
1.30853658536585,0.7849487
1.57926829268293,0.7938975
1.86707317073171,0.8078137
2.27560975609756,0.8213507
2.78536585365854,0.7907541
3.42682926829268,0.7865348
4.42926829268293,0.7742015
5.98048780487805,0.7551473
8.94024390243902,0.7409042
15.3158536585366,0.7019587
46.9963414634146,0.6775663
