V3,V9
0.960869565217391,0.7894001
1.1304347826087,0.8108841
1.35,0.8012549
1.57173913043478,0.8147356
1.80652173913043,0.801923
2.22826086956522,0.8238712
2.72826086956522,0.7934175
3.34130434782609,0.8013157
4.3195652173913,0.7975496
5.88913043478261,0.7297552
8.56521739130435,0.7280047
15.2782608695652,0.6745435
