V1,V2,V3,V4,V5,Average
0.0487804878048781,0.024390243902439,0,0.024390243902439,0,0.0195121951219512
0.121951219512195,0.0975609756097561,0.195121951219512,0.170731707317073,0.121951219512195,0.141463414634146
0.414634146341463,0.365853658536585,0.48780487804878,0.390243902439024,0.439024390243902,0.419512195121951
0.414634146341463,0.341463414634146,0.414634146341463,0.463414634146341,0.414634146341463,0.409756097560976
0.414634146341463,0.292682926829268,0.341463414634146,0.365853658536585,0.292682926829268,0.341463414634146
0.317073170731707,0.317073170731707,0.219512195121951,0.365853658536585,0.317073170731707,0.307317073170732
0.24390243902439,0.24390243902439,0.219512195121951,0.317073170731707,0.268292682926829,0.258536585365854
0.219512195121951,0.195121951219512,0.24390243902439,0.292682926829268,0.219512195121951,0.234146341463415
0.219512195121951,0.195121951219512,0.24390243902439,0.219512195121951,0.195121951219512,0.214634146341463
0.219512195121951,0.24390243902439,0.24390243902439,0.341463414634146,0.292682926829268,0.268292682926829
0.219512195121951,0.292682926829268,0.268292682926829,0.365853658536585,0.341463414634146,0.297560975609756
0.341463414634146,0.414634146341463,0.365853658536585,0.414634146341463,0.365853658536585,0.380487804878049
0.365853658536585,0.390243902439024,0.439024390243902,0.390243902439024,0.390243902439024,0.395121951219512
0.365853658536585,0.365853658536585,0.414634146341463,0.414634146341463,0.365853658536585,0.385365853658537
0.390243902439024,0.414634146341463,0.51219512195122,0.51219512195122,0.463414634146341,0.458536585365854
0.414634146341463,0.414634146341463,0.48780487804878,0.51219512195122,0.439024390243902,0.453658536585366
0.439024390243902,0.48780487804878,0.48780487804878,0.536585365853659,0.463414634146341,0.482926829268293
0.414634146341463,0.48780487804878,0.536585365853659,0.560975609756098,0.463414634146341,0.492682926829268
0.463414634146341,0.48780487804878,0.51219512195122,0.536585365853659,0.463414634146341,0.492682926829268
0.390243902439024,0.48780487804878,0.51219512195122,0.536585365853659,0.48780487804878,0.482926829268293
0.414634146341463,0.536585365853659,0.560975609756098,0.536585365853659,0.48780487804878,0.507317073170732
0.439024390243902,0.560975609756098,0.585365853658537,0.560975609756098,0.463414634146341,0.521951219512195
0.463414634146341,0.560975609756098,0.585365853658537,0.585365853658537,0.51219512195122,0.541463414634146
0.414634146341463,0.536585365853659,0.585365853658537,0.536585365853659,0.51219512195122,0.517073170731707
0.390243902439024,0.536585365853659,0.560975609756098,0.560975609756098,0.51219512195122,0.51219512195122
0.390243902439024,0.560975609756098,0.560975609756098,0.51219512195122,0.51219512195122,0.507317073170732
0.414634146341463,0.560975609756098,0.560975609756098,0.51219512195122,0.51219512195122,0.51219512195122
0.414634146341463,0.536585365853659,0.560975609756098,0.51219512195122,0.51219512195122,0.507317073170732
0.390243902439024,0.536585365853659,0.585365853658537,0.536585365853659,0.51219512195122,0.51219512195122
0.365853658536585,0.536585365853659,0.585365853658537,0.536585365853659,0.48780487804878,0.502439024390244
0.365853658536585,0.536585365853659,0.585365853658537,0.560975609756098,0.51219512195122,0.51219512195122
0.365853658536585,0.536585365853659,0.560975609756098,0.560975609756098,0.51219512195122,0.507317073170732
0.414634146341463,0.536585365853659,0.560975609756098,0.585365853658537,0.51219512195122,0.521951219512195
0.414634146341463,0.536585365853659,0.560975609756098,0.585365853658537,0.51219512195122,0.521951219512195
0.414634146341463,0.536585365853659,0.560975609756098,0.585365853658537,0.51219512195122,0.521951219512195
0.390243902439024,0.536585365853659,0.560975609756098,0.585365853658537,0.51219512195122,0.517073170731707
0.414634146341463,0.51219512195122,0.560975609756098,0.585365853658537,0.51219512195122,0.517073170731707
0.439024390243902,0.51219512195122,0.585365853658537,0.585365853658537,0.51219512195122,0.526829268292683
0.439024390243902,0.51219512195122,0.585365853658537,0.585365853658537,0.51219512195122,0.526829268292683
0.439024390243902,0.51219512195122,0.585365853658537,0.585365853658537,0.51219512195122,0.526829268292683
0.439024390243902,0.51219512195122,0.585365853658537,0.609756097560976,0.51219512195122,0.531707317073171
0.439024390243902,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.521951219512195
0.439024390243902,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.521951219512195
0.439024390243902,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.521951219512195
0.439024390243902,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.521951219512195
0.463414634146341,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.526829268292683
0.463414634146341,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.526829268292683
0.463414634146341,0.48780487804878,0.585365853658537,0.585365853658537,0.51219512195122,0.526829268292683
0.463414634146341,0.51219512195122,0.585365853658537,0.585365853658537,0.51219512195122,0.531707317073171
0.463414634146341,0.51219512195122,0.585365853658537,0.585365853658537,0.51219512195122,0.531707317073171
0.560975609756098,0.51219512195122,0.536585365853659,0.634146341463415,0.51219512195122,0.551219512195122
0.634146341463415,0.51219512195122,0.560975609756098,0.658536585365854,0.51219512195122,0.575609756097561
0.585365853658537,0.51219512195122,0.560975609756098,0.658536585365854,0.51219512195122,0.565853658536585
